Nom usuel de l'installation,Numéro de l'installation,Nom de la commune,Code postal,Nom du lieu dit,Numero de la voie,Nom de la voie,Longitude,Latitude,Aucun aménagement d'accessibilité,Nombre total d'équipements sportifs,Nombre total de fiches équipements
Terrain de  Pétanque,532010009,Saint-Berthevin,53940,,,Square Wehingen,-0.826516,48.067805,Non,4,1
Poney Club de Grenoux,532010010,Saint-Berthevin,53940,La Ferme des Noyers,,,-0.826516,48.067805,Oui,3,3
Écurie de la Servinière,532010011,Saint-Berthevin,53940,La Servinière,,,-0.826516,48.067805,Non,6,6
Sarl Amaz 53,532010013,Saint-Berthevin,53940,,27,boulevard des loges,-0.826516,48.067805,Oui,1,1
Salle de Tennis,532010021,Saint-Berthevin,53940,,42,Rue Jean Moulin,-0.826516,48.067805,Non,5,2
Socc'Orange,532010023,Saint-Berthevin,53940,,,Rue des Gandonnières,-0.826516,48.067805,Non,4,1
Court de Tennis,532020001,Saint-Berthevin-la-Tannière,53220,le bourg,,,-0.94661,48.400174,Non,1,1
Circuit de Randonnée,532020002,Saint-Berthevin-la-Tannière,53220,le bourg,,,-0.94661,48.400174,Non,1,1
Salle Polyvalente,532020003,Saint-Berthevin-la-Tannière,53220,,,Rue du bocage,-0.94661,48.400174,Non,1,1
Terrain de Football,532030001,Saint-Brice,53290,,,rue d'anjou,-0.440917,47.858916,Non,1,1
Ecole Primaire Publique,532030002,Saint-Brice,53290,,14,rue d'anjou,-0.440917,47.858916,Non,1,1
Terrain de Pétanque,532030003,Saint-Brice,53290,,,rue d'anjou,-0.440917,47.858916,Non,2,1
Circuit de Randonnée,532030004,Saint-Brice,53290,,,place de l'église,-0.440917,47.858916,Non,1,1
Ecole Primaire Publique,532040001,Saint-Calais-du-Désert,53140,,,rue de la grotte,-0.261759,48.484709,Non,1,1
Salle des Fêtes,532050001,Saint-Céneré,53150,,,Route de la Chapelle Rainsouin,-0.59589,48.121494,Non,2,2
Terrain de Pétanque,532060001,Saint-Charles-la-Forêt,53170,plan d'eau,,,-0.556387,47.916406,Non,1,1
Court de Tennis,532060002,Saint-Charles-la-Forêt,53170,le bourg,,,-0.556387,47.916406,Non,1,1
Circuits de Randonnée,532060003,Saint-Charles-la-Forêt,53170,saint charles la forêt,,place de l'église,-0.556387,47.916406,Oui,2,2
Piscine Municipale,532060004,Saint-Charles-la-Forêt,53170,,,Le Bourg,-0.556387,47.916406,Non,1,1
Stade Guilemin,532070001,Saint-Christophe-du-Luat,53150,,,Route de Neau,-0.462108,48.13286,Non,2,2
City Stade,532070002,Saint-Christophe-du-Luat,53150,,,Rue du bois de la Sangle,-0.462108,48.13286,Oui,1,1
Terrain de Pétanque,532070003,Saint-Christophe-du-Luat,,,,Impasse des cerisiers,-0.462108,48.13286,Non,1,1
École Publique,532070004,Saint-Christophe-du-Luat,53150,,,Rue de Malnoë,-0.462108,48.13286,Oui,1,1
Salle des Fêtes,532070005,Saint-Christophe-du-Luat,53150,,,7 rue de la Mairie,-0.462108,48.13286,Oui,1,1
Terrain de Football,532080001,Saint-Cyr-en-Pail,53140,,,Le Bourg,-0.244671,48.440109,Non,2,2
Salle des Fêtes,532080002,Saint-Cyr-en-Pail,53140,,,rue de Bellevue,-0.244671,48.440109,Non,1,1
Terrain de Football,532090001,Saint-Cyr-le-Gravelais,53320,,,Rue du Maine,-1.028473,48.034276,Non,1,1
Salle des Fêtes,532090002,Saint-Cyr-le-Gravelais,53320,,,place de l'église,-1.028473,48.034276,Non,2,2
École D'Attelage du Ray,532100002,Saint-Denis-d'Anjou,53290,,,Plan d'eau de la Morinière,-0.441334,47.790513,Oui,2,2
Court de Tennis,532100003,Saint-Denis-d'Anjou,53290,Lotissement La Grêleraie,,,-0.441334,47.790513,Non,2,1
Terrain de Football,532100004,Saint-Denis-d'Anjou,53290,,,Route de Morannes,-0.441334,47.790513,Non,2,2
Plateau Multisports,532100005,Saint-Denis-d'Anjou,53290,,,place de l'Europe,-0.441334,47.790513,Non,1,1
Circuit de Randonnée,532100006,Saint-Denis-d'Anjou,53290,,,place de l'église,-0.441334,47.790513,Non,1,1
Centre Multi-Activités des Mazerits,532100007,Saint-Denis-d'Anjou,53290,,,route de morannes,-0.441334,47.790513,Non,1,1
Carrière,532100008,Saint-Denis-d'Anjou,53290,,,Le Bois Helbert,-0.441334,47.790513,Oui,1,1
Ecole Primaire Manuela Montebrun,532100009,Saint-Denis-d'Anjou,53290,,,Route de Bouère,-0.441334,47.790513,Non,1,1
Stade Jean de Couëdic,532110001,Saint-Denis-de-Gastines,53500,,,Route de Gorron,-0.857891,48.341423,Non,5,5
Stade Poirier Cantonsais,532110002,Saint-Denis-de-Gastines,53500,,,Route d'Ernée,-0.857891,48.341423,Non,2,2
Circuits de Randonnées,532110003,Saint-Denis-de-Gastines,53500,,,place de l'église,-0.857891,48.341423,Non,3,3
La Ferme Équestre de Neuville,532110005,Saint-Denis-de-Gastines,53500,Neuville,,,-0.857891,48.341423,Oui,3,3
Plan D'Eau,532110006,Saint-Denis-de-Gastines,53500,,,Route de Châtillon,-0.857891,48.341423,Oui,1,1
Base de Loisirs de la Chesnaie,532120001,Saint-Denis-du-Maine,53170,,,route de Meslay-du-Maine,-0.528321,47.966592,Non,5,5
Terrain Multisports,532130001,Saint-Ellier-du-Maine,53390,,,Lotissement du bureau,-1.04795,48.400009,Non,1,1
Espace Loisirs,532130002,Saint-Ellier-du-Maine,53220,,,Rue du Prieuré,-1.04795,48.400009,Non,3,2
Circuit de Randonnée,532130003,Saint-Ellier-du-Maine,53220,,,place de l'église,-1.04795,48.400009,Non,1,1
Terrain de Pétanque,532140001,Saint-Erblon,53390,La Fontaine,,,-1.167709,47.787137,Non,1,1
Centre Équestre de Château-Gontier,532150001,Saint-Fort,53200,,,rue Victor Journeil,-0.722165,47.796982,Non,3,3
Complexe Sportif,532150002,Saint-Fort,53200,,,rue du stade,-0.722165,47.796982,Non,8,6
Circuit de Randonnée,532150003,Saint-Fort,53200,,,place de l'église,-0.722165,47.796982,Non,1,1
Ecluse de Pendu Village de Pendu,532150004,Saint-Fort,53200,Pendu,,,-0.722165,47.796982,Non,5,3
Espace J.Brel,532150005,Saint-Fort,53200,,,rue louis fourmond,-0.722165,47.796982,Non,1,1
Ecole Primaire Jean de la Fontaine,532150006,Saint-Fort,53200,,31,Boulevard d'Andigné,-0.722165,47.796982,Non,1,1
Ecole Publique Henry Dès,532160001,Saint-Fraimbault-de-Prières,53300,,,rue des Fresnot,-0.581665,48.349489,Non,1,1
Salle Polyvalente,532160002,Saint-Fraimbault-de-Prières,53300,,,rue de l'isle,-0.581665,48.349489,Non,1,1
Terrain de Pétanque,532160003,Saint-Fraimbault-de-Prières,53300,,,ruelle de la carrière,-0.581665,48.349489,Non,3,2
Terrain de Football,532160004,Saint-Fraimbault-de-Prières,53300,,,Les Feuvries,-0.581665,48.349489,Non,3,3
Court de Tennis,532160005,Saint-Fraimbault-de-Prières,53300,,,Rue des Fresnots,-0.581665,48.349489,Oui,1,1
Circuit de Randonnée,532160006,Saint-Fraimbault-de-Prières,53300,,,place de l'église,-0.581665,48.349489,Non,1,1
Site du Barrage de Saint Fraimbault de Priéres,532160007,Saint-Fraimbault-de-Prières,53300,Rue du Barrage,,,-0.581665,48.349489,Non,1,1
Stade Jules Coutard,532180001,Sainte-Gemmes-le-Robert,53600,,12,avenue des sports,-0.374016,48.197008,Non,3,3
Salle Multifonctions,532180002,Sainte-Gemmes-le-Robert,53600,,,Rue Abbé Angot,-0.374016,48.197008,Non,1,1
Centre Équestre Domaine des Ecuyers,532180005,Sainte-Gemmes-le-Robert,53600,,,La  Maillardière,-0.374016,48.197008,Oui,2,2
Terrain Multisports,532180010,Sainte-Gemmes-le-Robert,53600,,12,avenue des sports,-0.374016,48.197008,Non,1,1
Complexe Sportif,532190001,Saint-Georges-Buttavent,53600,Guinefolle,,,-0.695444,48.309726,Non,6,6
Circuit de Randonnée,532190002,Saint-Georges-Buttavent,53100,,,place de l'église,-0.695444,48.309726,Non,1,1
Terrain de Pétanque,532190003,Saint-Georges-Buttavent,53600,La chapelle au grain,,Rue des Bernardins,-0.695444,48.309726,Oui,1,1
Terrain de Sports,532200001,Saint-Georges-le-Fléchard,53480,,,rue du verger,-0.510645,48.036312,Non,3,3
Salle des Fêtes,532210001,Saint-Georges-sur-Erve,53600,,2,place St Georges,-0.298555,48.168136,Non,1,1
Aire de Jeux,532210002,Saint-Georges-sur-Erve,53600,,,route de St Martin-de-Connée,-0.298555,48.168136,Non,3,2
Circuit Auto-Cross,532220001,Saint-Germain-d'Anxure,53240,La Gouberdière,,,-0.736071,48.220491,Oui,1,1
Salle des Fêtes,532220002,Saint-Germain-d'Anxure,53240,,25,rue de la grange,-0.736071,48.220491,Non,1,1
Salle des Jeunes,532220003,Saint-Germain-d'Anxure,53240,,9,rue creuse,-0.736071,48.220491,Non,1,1
Parc de Loisirs,532220004,Saint-Germain-d'Anxure,53240,,,route de Martigné,-0.736071,48.220491,Non,1,1
Terrain de Pétanque,532220005,Saint-Germain-d'Anxure,53240,,9,rue de la mairie,-0.736071,48.220491,Non,1,1
Terrain des Sports,532230001,Saint-Germain-de-Coulamer,53700,,,Route de St Pierre,-0.172657,48.263554,Non,2,2
Terrain de Pétanque,532230003,Saint-Germain-de-Coulamer,53700,,,rue Sainte-Barbe,-0.172657,48.263554,Non,1,1
Terrain des Sports,532240001,Saint-Germain-le-Fouilloux,53380,,,Route de Changé,-0.790302,48.136271,Non,2,1
Salle des Fêtes,532240002,Saint-Germain-le-Fouilloux,53240,,,rue du Cèdre,-0.790302,48.136271,Non,1,1
Circuit de Randonnée,532240003,Saint-Germain-le-Fouilloux,53240,,,place de l'église,-0.790302,48.136271,Non,3,3
Zone de Loisirs de la Herpinière,532240004,Saint-Germain-le-Fouilloux,53240,,,rue de la Herpinière,-0.790302,48.136271,Oui,1,1
Terrain de Motocross,532250001,Saint-Germain-le-Guillaume,53240,La Houdairie,,,-0.826733,48.205487,Oui,1,1
Plateau Multisports,532250002,Saint-Germain-le-Guillaume,53240,,,rue madeleine DOISNEAU,-0.826733,48.205487,Non,2,2
Terrain de Football,532260001,Saint-Hilaire-du-Maine,53380,,,rue de la menette,-0.930328,48.22605,Non,1,1
Salle Polyvalente,532260002,Saint-Hilaire-du-Maine,53380,,,Impasse de l'encrier,-0.930328,48.22605,Non,2,2
Terrain Extérieur de Petits Jeux,532260003,Saint-Hilaire-du-Maine,53240,,,Impasse du Soleil Levant,-0.930328,48.22605,Non,1,1
Terrain Multisports,532260004,Saint-Hilaire-du-Maine,53240,,,place de l'église,-0.930328,48.22605,Oui,1,1
Circuits de Randonnées,532260005,Saint-Hilaire-du-Maine,53380,,,place de l'église,-0.930328,48.22605,Non,2,2
Terrain de Football Loisirs,532260006,Saint-Hilaire-du-Maine,53380,,,Place des lilas,-0.930328,48.22605,Oui,1,1
Terrain de Pétanque,532280001,Saint-Jean-sur-Erve,53270,plan d'eau,,rue nationale,-0.392446,48.033727,Non,2,1
Court de Tennis,532280002,Saint-Jean-sur-Erve,53270,,,Route de St Pierre,-0.392446,48.033727,Non,2,2
Terrain de Football,532280003,Saint-Jean-sur-Erve,53270,,,Route de Thorigné,-0.392446,48.033727,Non,1,1
Parc des Sports,532290001,Saint-Jean-sur-Mayenne,53290,,,Route de Changé,-0.752453,48.132774,Non,70,7
Ecluse de L'Ame,532290002,Saint-Jean-sur-Mayenne,53240,L'Ame,,,-0.752453,48.132774,Oui,2,1
Parking Accés Entre L'Ame et la Maignannerie,532290003,Saint-Jean-sur-Mayenne,53240,,,,-0.752453,48.132774,Non,4,3
Ecluse de la Maignannerie,532290004,Saint-Jean-sur-Mayenne,53240,La Maignannerie,,,-0.752453,48.132774,Oui,2,1
Pont de Saint Jean Sur Mayenne,532290005,Saint-Jean-sur-Mayenne,53240,,,,-0.752453,48.132774,Non,7,3
Ecluse de Boisseau,532290006,Saint-Jean-sur-Mayenne,53240,Boisseau,,,-0.752453,48.132774,Oui,2,1
Halte Fluviale de Saint Jean Sur Mayenne,532290007,Saint-Jean-sur-Mayenne,53240,Rue Sainte Tréche,,,-0.752453,48.132774,Non,1,1
Salle de L'Aquarelle,532290014,Saint-Jean-sur-Mayenne,53240,,,Route de Changé,-0.752453,48.132774,Oui,1,1
Terrain de Pétanque,532300001,Saint-Julien-du-Terroux,53110,,,Rue réaumur,-0.410281,48.478651,Non,1,1
Terrain de Pétanque,532310002,Saint-Laurent-des-Mortiers,53290,,,route de St Michel,-0.548481,47.771711,Non,1,1
Circuit de Randonnée,532310003,Saint-Laurent-des-Mortiers,53290,,,place de l'église,-0.548481,47.771711,Non,1,1
Terrain de Pétanque 2013,532310004,Saint-Laurent-des-Mortiers,53290,,17,Rue d'Anjou,-0.548481,47.771711,Oui,1,1
Salle des Fêtes,532320001,Saint-Léger,53480,,5,route de St-jean sur erve,-0.456702,48.081702,Oui,1,1
Salle des Fêtes,532330001,Saint-Loup-du-Dorat,53290,,,rue principale,-0.417135,47.890076,Non,4,2
Plateau Eps,532330002,Saint-Loup-du-Dorat,53290,,3,rue Principale,-0.417135,47.890076,Non,1,1
Stand de Tir Ball Trap Club,532340001,Saint-Loup-du-Gast,53300,,,La Cour,-0.586317,48.384461,Non,1,1
Aire de Jeux,532340002,Saint-Loup-du-Gast,53300,le bourg,,,-0.586317,48.384461,Oui,1,1
Circuits de Randonnées,532340003,Saint-Loup-du-Gast,53300,,,place de la Forge,-0.586317,48.384461,Non,3,3
Aire Naturelle,532360001,Saint-Mars-du-Désert,53700,La Brizollière,,,-0.159263,48.293525,Non,1,1
Terrain de Pétanque,532360002,Saint-Mars-du-Désert,53700,,,Sentier du néflier,-0.159263,48.293525,Non,1,1
Salle des Fêtes,532370001,Saint-Mars-sur-Colmont,53300,,3,rue de Châtillon,-0.697843,48.374446,Non,1,1
Aire de Jeux,532370002,Saint-Mars-sur-Colmont,53300,,2,rue d'oisseau,-0.697843,48.374446,Non,2,2
Terrain de Football,532370003,Saint-Mars-sur-Colmont,53300,,,Rue de Montalon,-0.697843,48.374446,Non,1,1
Site de Descente D'Eau Vive,532370004,Saint-Mars-sur-Colmont,53300,Le Moulin du Vieux-Château,,,-0.697843,48.374446,Oui,1,1
Salle D'Haltérophilie,532380001,Saint-Mars-sur-la-Futaie,53220,,5,rue de la Joie,-1.016186,48.431511,Non,1,1
Terrain de Pétanque,532380002,Saint-Mars-sur-la-Futaie,53220,,,rue de Bretagne,-1.016186,48.431511,Non,1,1
Circuit de Randonnée,532380003,Saint-Mars-sur-la-Futaie,53220,,,place de l'église,-1.016186,48.431511,Non,1,1
Terrain de Football,532390001,Saint-Martin-de-Connée,53160,,,rue des acacias,-0.220046,48.213055,Non,1,1
Court de Tennis,532390002,Saint-Martin-de-Connée,53160,,,Lotissement des charmes,-0.220046,48.213055,Non,1,1
Terrain de Pétanque,532390003,Saint-Martin-de-Connée,53160,,,chemin de la basse-vigne,-0.220046,48.213055,Non,1,1
Circuit de Randonnée,532390004,Saint-Martin-de-Connée,53160,,,place de la mairie,-0.220046,48.213055,Non,1,1
Salle Communale,532400001,Saint-Martin-du-Limet,53800,,,rue de la poterie,-1.021197,47.814856,Non,1,1
Terrain de Loisirs,532400002,Saint-Martin-du-Limet,53800,plan d'eau,,route de Craon,-1.021197,47.814856,Non,3,3
Salle des Fêtes,532410001,Saint-Michel-de-Feins,53290,,,Rue du Maine,-0.570108,47.776573,Non,2,2
Terrain de Pétanque,532410003,Saint-Michel-de-Feins,53290,,,Place Abbé Chudeau,-0.570108,47.776573,Oui,1,1
Terrain de Pétanque,532420001,Saint-Michel-de-la-Roë,53350,,,Square de l'arbre de la liberté,-1.129657,47.879197,Non,1,1
Plateau Sportif,532430001,Saint-Ouën-des-Toits,53410,,,Lotissement du Côteau,-0.904667,48.137667,Non,3,3
Espaces Loisirs,532430002,Saint-Ouën-des-Toits,53410,,,Rue du Château,-0.904667,48.137667,Non,2,2
Terrain de Football,532430003,Saint-Ouën-des-Toits,53410,,,ZA de la maitrie,-0.904667,48.137667,Non,3,3
Salle des Fêtes,532430004,Saint-Ouën-des-Toits,53410,,,place de la mairie,-0.904667,48.137667,Non,1,1
Terrain de Pétanque,532430005,Saint-Ouën-des-Toits,53410,,,Allée des bosquets,-0.904667,48.137667,Non,1,1
Circuits de Randonnées,532430006,Saint-Ouën-des-Toits,53410,,,place de l'église,-0.904667,48.137667,Non,3,3
Hippodrome de la Huneliere,532430007,Saint-Ouën-des-Toits,53410,,,Route de la Baconnière,-0.904667,48.137667,Non,1,1
Terrain de Pétanque,532440001,Saint-Ouën-des-Vallons,53150,résidence du pré-romain,,,-0.550042,48.167621,Non,1,1
Terrain des Sports,532450001,Saint-Pierre-des-Landes,53500,,,Rue du Maine,-1.029008,48.273664,Non,3,3
Court de Tennis,532450002,Saint-Pierre-des-Landes,53500,,31,rue d'Ernée,-1.029008,48.273664,Non,1,1
Terrain de Football D'Entraînement,532450003,Saint-Pierre-des-Landes,53500,,,route de Mégaudais,-1.029008,48.273664,Non,1,1
Terrain de Pétanque,532450004,Saint-Pierre-des-Landes,53500,,,plan d'eau,-1.029008,48.273664,Non,2,1
Rocher D'Escalade,532460001,Saint-Pierre-des-Nids,53370,,,Site des toyeres,-0.100772,48.398194,Oui,1,1
Salle de Tennis de Table,532460002,Saint-Pierre-des-Nids,53370,,,Rue Caillé,-0.100772,48.398194,Oui,1,1
Salle Omnisports,532460003,Saint-Pierre-des-Nids,53370,,,Rue des Avaloirs,-0.100772,48.398194,Non,4,4
Terrain de Football,532460004,Saint-Pierre-des-Nids,53370,,,Rue du Pré de la Ville,-0.100772,48.398194,Non,1,1
Boulodrome,532460005,Saint-Pierre-des-Nids,53370,,,rue du pré de la ville,-0.100772,48.398194,Non,1,1
"Salle Multisports, Gymnase",532470001,Saint-Pierre-la-Cour,53410,,,route de Port-Brillet,-1.026881,48.114427,Non,5,5
Terrain  de Pétanque,532470002,Saint-Pierre-la-Cour,53410,,,Rue des ruettes,-1.026881,48.114427,Non,2,1
Complexe Sportif,532470003,Saint-Pierre-la-Cour,53410,,,route du maine,-1.026881,48.114427,Non,6,5
Hippodrome de Tilleul,532470004,Saint-Pierre-la-Cour,53410,,,Route de Port Brillet,-1.026881,48.114427,Non,1,1
Terrain de Pétanque,532470005,Saint-Pierre-la-Cour,53410,,,Rue de la Mauvière,-1.026881,48.114427,Non,1,1
Circuits de Randonnées,532470006,Saint-Pierre-la-Cour,53410,,,place de l'église,-1.026881,48.114427,Non,2,2
Espace Pétanque,532470007,Saint-Pierre-la-Cour,53410,,,Rue du Saule,-1.026881,48.114427,Oui,1,1
Canyon de Saulges,532480001,Saint-Pierre-sur-Erve,53270,,,Canyon de Saulges,-0.393775,48.007602,Non,2,2
Court de Tennis,532490001,Saint-Pierre-sur-Orthe,53160,Lotissement des charmes,,,-0.207814,48.210621,Non,1,1
Terrain de Football,532490002,Saint-Pierre-sur-Orthe,53160,,,rue du stade,-0.207814,48.210621,Non,2,2
Salle des Fêtes,532490003,Saint-Pierre-sur-Orthe,53160,,,place de la mairie,-0.207814,48.210621,Non,1,1
Terrain de Football,532500001,Saint-Poix,53540,,,route de Méral,-1.044126,47.964518,Non,2,2
Plateau Multisports,532500003,Saint-Poix,53540,,17,rue de Bretagne,-1.044126,47.964518,Non,3,3
Circuit de Randonnée,532500004,Saint-Poix,53540,,,place de l'église,-1.044126,47.964518,Non,1,1
Terrain de Football,532510001,Saint-Quentin-les-Anges,53400,,,route de Mée,-0.886331,47.772755,Non,2,2
Salle Polyvalente,532510002,Saint-Quentin-les-Anges,53400,,,Route de motiercrolles,-0.886331,47.772755,Non,1,1
Terrain de Pétanque,532520001,Saint-Samson,53150,Le clos princier,,,-0.191214,48.480842,Non,2,1
Circuits de Randonnée,532520002,Saint-Samson,53150,,,place de l'église,-0.191214,48.480842,Non,2,2
Terrain de Football,532530001,Saint-Saturnin-du-Limet,53800,,,Route des sports,-1.069103,47.811666,Non,2,2
Salle de Loisirs,532530002,Saint-Saturnin-du-Limet,53800,,,route de la crue,-1.069103,47.811666,Non,1,1
Terrain Multisports,532530003,Saint-Saturnin-du-Limet,53800,,,Plateau scolaire,-1.069103,47.811666,Oui,3,2
Terrain de Pétanque,532540001,Saint-Sulpice,53360,,,Le bourg,-0.716123,47.900642,Non,1,1
Circuits de Randonnées,532540002,Saint-Sulpice,53360,,,place de l'église,-0.716123,47.900642,Non,2,2
Ecluse de la Rongére,532540003,Saint-Sulpice,53360,Le moulin de la Rongére,,,-0.716123,47.900642,Oui,3,2
Ecluse de Neuville,532540004,Saint-Sulpice,53360,Moulin de Neuville,,,-0.716123,47.900642,Non,8,4
Terrains de Sports,532550002,Sainte-Suzanne,53270,,,Route de Sablé,-0.354074,48.096699,Non,8,7
Parc des Sports,532550003,Sainte-Suzanne,53270,,,route de Sablé-sur-Sarthe,-0.354074,48.096699,Non,2,2
Ecole Primaire Publique,532550004,Sainte-Suzanne,53270,,1,route de montsurs,-0.354074,48.096699,Non,1,1
Ferme Équestre,532550005,Sainte-Suzanne,53270,La Sorie,,,-0.354074,48.096699,Oui,1,1
Terrain de Football,532560001,Saint-Thomas-de-Courceriers,53160,,,Route de Trans,-0.266147,48.274117,Non,2,2
Salle des Fêtes,532560002,Saint-Thomas-de-Courceriers,53160,,,rue de la mairie,-0.266147,48.274117,Non,1,1
Base de Loisirs,532570001,Saulges,53340,Base de loisirs,,,-0.405858,47.982125,Non,6,6
Base de Loisirs de la Rincerie,532580001,Selle-Craonnaise,53800,La Rincerie,,,-1.042986,47.842132,Non,8,8
Salle Multisports,532580002,Selle-Craonnaise,53800,,,Rue des charmilles,-1.042986,47.842132,Non,2,2
Terrain de Football,532580003,Selle-Craonnaise,53800,,,Rue Mgr Grimault,-1.042986,47.842132,Non,3,3
Terrain de Pétanque,532580004,Selle-Craonnaise,53800,,,rue des charmilles,-1.042986,47.842132,Non,2,1
Terrain de  Pétanque,532580005,Selle-Craonnaise,53800,,,rue de Montseigneur GRIMAULT,-1.042986,47.842132,Non,1,1
Circuit de Randonnée,532580006,Selle-Craonnaise,53800,,,place de l'église,-1.042986,47.842132,Non,1,1
Terrain de Sports,532590001,Senonnes,53390,,,rue de la poste,-1.203212,47.798668,Non,2,2
Hippodrome des Senonnettes,532590002,Senonnes,53390,,,D 72,-1.203212,47.798668,Non,1,1
Terrain de Sports,532600001,Simplé,53360,,,Rue des sports,-0.851825,47.887116,Non,2,2
Salle des Fêtes,532600002,Simplé,53360,,,place de la mairie,-0.851825,47.887116,Non,2,2
Ecole Sacré Coeur,532600003,Simplé,53360,,2,rue des Lutins,-0.851825,47.887116,Non,1,1
Terrain de Pétanque,532600004,Simplé,,,,Lotissement de la Verderie,-0.851825,47.887116,Oui,1,1
Stade Roger Dreux,532620001,Soulgé-sur-Ouette,53210,,,rue de la roinée,-0.570989,48.060026,Non,4,4
Centre Roger Hivard,532620002,Soulgé-sur-Ouette,53210,La Métairie,,,-0.570989,48.060026,Oui,2,2
Terrain de Pétanque,532620003,Soulgé-sur-Ouette,53210,,,rue de la gare,-0.570989,48.060026,Non,1,1
Terrain de Pétanque (Salle des Fêtes),532630001,Thuboeuf,53110,Salle des fêtes,,,-0.452116,48.501959,Non,1,1
Terrain de Pétanque,532630002,Thuboeuf,53110,Lotissement Le Tilleul,,,-0.452116,48.501959,Non,1,1
Circuit de Randonnée,532630003,Thuboeuf,53110,,,place de l'église,-0.452116,48.501959,Non,2,2
Salle Communale,532630004,Thuboeuf,53110,,13,rue des Sept Forges,-0.452116,48.501959,Oui,1,1
Salle des Fêtes,532640001,Thorigné-en-Charnie,53270,,,rue de la Charnie,-0.35854,48.000321,Non,1,1
Terrain de Pétanque,532640002,Thorigné-en-Charnie,53270,,,Route de Viré,-0.35854,48.000321,Non,1,1
Salle des Fêtes,532650001,Torcé-Viviers-en-Charnie,53270,,,Le Bourg,-0.262845,48.098756,Non,4,2
Terrain de Football,532650002,Torcé-Viviers-en-Charnie,53270,,,Rue Martin,-0.262845,48.098756,Non,1,1
Salle des Fêtes,532660001,Trans,53160,,7,rue des Loisirs,-0.309268,48.274055,Non,2,2
Terrain de Pétanque,532660002,Trans,53160,,,La Roseraie,-0.309268,48.274055,Oui,1,1
Salle Polyvalente,532670001,Vaiges,53480,,,Route de Bazouges,-0.477291,48.039818,Non,1,1
Court de Tennis,532670002,Vaiges,53480,Le Marchis,,,-0.477291,48.039818,Non,1,1
Terrain de Football,532670003,Vaiges,53480,,,Route des Sports,-0.477291,48.039818,Oui,2,2
Terrain de Pétanque,532670004,Vaiges,53480,Parc des Rochettes,,,-0.477291,48.039818,Non,1,1
Terrain de Football,532690001,Vautorte,53500,,,route de Montenay,-0.833774,48.299783,Non,1,1
Salle Polyvalente,532690002,Vautorte,53500,,6 bis,rue de l'Afrique,-0.833774,48.299783,Non,1,1
Court de Tennis,532690003,Vautorte,53500,le bourg,,,-0.833774,48.299783,Non,1,1
Salle des Bleuets,532690004,Vautorte,53500,,17,rue de Bretagne,-0.833774,48.299783,Non,1,1
Terrains de Pétanque,532700001,Vieuvy,53120,,,Parking de la mairie,-0.864261,48.445627,Non,2,2
Circuit de Randonnée,532700002,Vieuvy,53120,,,place de l'église,-0.864261,48.445627,Non,1,1
Stade Municipal,532710001,Villaines-la-Juhel,53700,,,rue des Troenes,-0.280414,48.343969,Non,11,9
Dojo,532710002,Villaines-la-Juhel,53700,,13,rue Jules Doiteau,-0.280414,48.343969,Non,2,2
Piscine Municipale,532710003,Villaines-la-Juhel,53700,,,rue pasteur,-0.280414,48.343969,Non,1,1
Groupe Scolaire,532710004,Villaines-la-Juhel,53700,,,rue des écoles,-0.280414,48.343969,Non,2,2
Salle des Fêtes,532710005,Villaines-la-Juhel,53700,,10,rue Gervaiseau,-0.280414,48.343969,Non,1,1
Plaine D'Aventures,532710006,Villaines-la-Juhel,53700,,,rue pasteur,-0.280414,48.343969,Non,2,2
Skate Park,532710007,Villaines-la-Juhel,53700,parking d'Intermarché,,route de courcité,-0.280414,48.343969,Oui,1,1
Ancienne Poste,532710008,Villaines-la-Juhel,53700,,,Bd Général de Gaulle,-0.280414,48.343969,Non,1,1
Ecole Sainte Jeanne D'Arc,532710009,Villaines-la-Juhel,53700,,9,rue gervaiseau,-0.280414,48.343969,Non,1,1
Terrain de Pétanque,532720001,Villepail,53250,Le Clos,,,-0.268135,48.395516,Oui,1,1
Circuit de Randonnée,532720002,Villepail,53250,,,place de l'église,-0.268135,48.395516,Non,1,1
Terrains de Pétanque,532730001,Villiers-Charlemagne,53170,plan d'eau du lac,,rue du lac,-0.677159,47.921453,Non,2,1
Salle de Sports,532730002,Villiers-Charlemagne,53170,,,Chemin des Haies,-0.677159,47.921453,Non,1,1
Terrain de Football,532730003,Villiers-Charlemagne,53170,,,Rue des sports,-0.677159,47.921453,Non,2,2
Plateau Multisports,532730004,Villiers-Charlemagne,53170,,,impasse des plantes,-0.677159,47.921453,Non,1,1
Terrain de Pétanque,532730005,Villiers-Charlemagne,53170,,,Village-Vacance et pêche,-0.677159,47.921453,Non,1,1
Espace Corail,532730006,Villiers-Charlemagne,53170,,,rue de la Tour d'Auvergne,-0.677159,47.921453,Non,1,1
Ecole Publique Louis Lemesle,532730011,Villiers-Charlemagne,53170,,,Rue Sourdille de la Valette,-0.677159,47.921453,Oui,1,1
Terrain de Pétanque,532740001,Vimarcé,53160,,,Rue des tilleuls,-0.215139,48.195169,Non,2,2
Salle des Fêtes,532740002,Vimarcé,53160,,,rue des tilleuls,-0.215139,48.195169,Oui,1,1
Terrain de Motocross,532760001,Voutré,53600,Les Pruniers,,,-0.291563,48.135904,Oui,1,1
