Nom usuel de l'installation,Numéro de l'installation,Nom de la commune,Code postal,Nom du lieu dit,Numero de la voie,Nom de la voie,Longitude,Latitude,Aucun aménagement d'accessibilité,Nombre total d'équipements sportifs,Nombre total de fiches équipements
Terrain de Sports,440010002,Abbaretz,44170,,,Le Bois Vert,-1.532627,47.552265,Oui,4,3
Site de la Mine,440010003,Abbaretz,44170,,,,-1.532627,47.552265,Oui,4,4
Les 5 Tresors,440010004,Abbaretz,44170,,,Rue de la Gare,-1.532627,47.552265,Non,1,1
Ecole Maternelle Louis Davy,440010005,Abbaretz,44170,,22,RUE DES ECOLES,-1.532627,47.552265,Non,1,1
Salle Polyvalente,440010006,Abbaretz,44170,,,rue de la mairie,-1.532627,47.552265,Non,1,1
Zone de Loisirs de la Salle Polyvalente,440010007,Abbaretz,44170,,,rue de la mairie,-1.532627,47.552265,Oui,3,2
Complexe Sportif des Richardieres,440020001,Aigrefeuille-sur-Maine,44140,,67,rue de la Chapelle,-1.400693,47.075698,Non,12,11
Poney Club de la Violette,440020002,Aigrefeuille-sur-Maine,44140,la violette,,,-1.400693,47.075698,Non,2,2
Circuits de Randonnee,440020003,Aigrefeuille-sur-Maine,44140,,,Chemin des tanneries,-1.400693,47.075698,Oui,3,3
La Trelitiere,440020004,Aigrefeuille-sur-Maine,44140,La Trélitière,,,-1.400693,47.075698,Oui,1,1
Parc du Plessis,440020005,Aigrefeuille-sur-Maine,44140,le Plessis,,D 117,-1.400693,47.075698,Oui,1,1
Terrains de Sports Mfr,440020006,Aigrefeuille-sur-Maine,44140,,,avenue de Nantes,-1.400693,47.075698,Non,1,1
Le Moulin Reusard,440020007,Aigrefeuille-sur-Maine,44140,Le Moulin Reusard,,,-1.400693,47.075698,Oui,1,1
Site du Guidreau,440020008,Aigrefeuille-sur-Maine,44140,Le Guidreau,,,-1.400693,47.075698,Oui,1,1
Ecole Gustave Roch,440020010,Aigrefeuille-sur-Maine,44140,,28,Avenue de Vendée,-1.400693,47.075698,Non,1,1
Salles des Echecs,440022114,Aigrefeuille-sur-Maine,44140,,25,route de Nantes,-1.400693,47.075698,Oui,3,3
Ensemble Sportif du Pontreau,440030001,Ancenis,44150,,,Boulevard Joseph Vincent,-1.178918,47.372641,Non,3,3
Stade de la Davrays,440030002,Ancenis,44150,La Davrays,,Impasse de l'île Mouchet,-1.178918,47.372641,Non,8,6
Complexe du Bois Jauni,440030003,Ancenis,44150,,290,avenue des Jeux Olympiques,-1.178918,47.372641,Non,7,7
Complexe du Pressoir Rouge,440030004,Ancenis,44150,,320,rue du Pressoir-Rouge,-1.178918,47.372641,Non,5,4
Halte Nautique,440030005,Ancenis,44150,,,Rond Point Barrière Saint Pierre,-1.178918,47.372641,Non,1,1
La Charbonniere,440030006,Ancenis,44150,,,Boulevard de Kirkham,-1.178918,47.372641,Non,8,5
Piscine Municipale D'Ete de la Charbonniere,440030007,Ancenis,44150,,,Boulevard Joubert,-1.178918,47.372641,Non,2,2
Piste de Karting de L'Aubiniere,440030009,Ancenis,44150,,,L'Aubinière,-1.178918,47.372641,Non,1,1
Centre Aquatique Jean Blanchet,440030010,Ancenis,44150,,184,Rue Pierre de Coubertin,-1.178918,47.372641,Non,2,2
Espace Corail,440030011,Ancenis,44150,,,place Francis Robert,-1.178918,47.372641,Non,2,2
Orange Bleue,440030012,Ancenis,44150,,65,avenue du Général Hagron,-1.178918,47.372641,Non,2,2
Circuits de Randonnee,440030014,Ancenis,44150,,,,-1.178918,47.372641,Oui,7,7
Aeroport du Pays D'Ancenis,440030015,Ancenis,44150,,60,Place Hélène Boucher,-1.178918,47.372641,Non,2,2
Stand de Tir de L'Aubiniere,440030016,Ancenis,44150,L'Aubinière,,,-1.178918,47.372641,Oui,1,1
Lycee College Saint Joseph,440030017,Ancenis,44150,,66,rue du collège,-1.178918,47.372641,Oui,7,7
Les Abattoirs,440030018,Ancenis,44150,,72,rue saint fiacre,-1.178918,47.372641,Non,1,1
Etang de la Planche,440030019,Ancenis,44150,La Planche,,,-1.178918,47.372641,Non,1,1
Espace de Glisse Urbaine,440030020,Ancenis,44150,,,Bd Vincent,-1.178918,47.372641,Oui,1,1
Espace Lamoriciere,440030021,Ancenis,44150,,174,rue Lamoricière,-1.178918,47.372641,Non,3,3
Site de L'Ile Mouchet,440030022,Ancenis,44150,,,impasse de l'Ile Mouchet,-1.178918,47.372641,Oui,2,2
Groupe Scolaire Sevigne,440030023,Ancenis,44150,,,Bld Madame de Sévigné,-1.178918,47.372641,Non,3,3
Ecole Sainte Anne,440030024,Ancenis,44150,,,Bld Ottmann,-1.178918,47.372641,Non,2,2
Stade Joseph Menoret,440040001,Anetz,44150,,,Impasse des sports,-1.103978,47.382099,Oui,1,1
Complexe Sportif de la Cour,440040002,Anetz,44150,,,Rue de Port Arthur,-1.103978,47.382099,Oui,7,6
Circuits et Sentiers,440040003,Anetz,44150,,,,-1.103978,47.382099,Oui,7,7
Cale des Cosniers,440040005,Anetz,44150,Les Cosniers,,,-1.103978,47.382099,Oui,1,1
Cale de la Chaussee,440040006,Anetz,44150,La Chaussée,,D 8,-1.103978,47.382099,Oui,1,1
Cale de la Basse Boire,440040007,Anetz,44150,La Basse Boire,,,-1.103978,47.382099,Oui,1,1
Complexe Sportif Stade des Chaumes,440050001,Arthon-en-Retz,44320,,,Rue du Stade,-1.93926,47.116381,Non,9,7
Plan D'Eau de la Vesquerie,440050002,Arthon-en-Retz,44320,La Vesquerie,,D206,-1.93926,47.116381,Oui,1,1
Circuits de Randonnees,440050003,Arthon-en-Retz,44320,,,,-1.93926,47.116381,Oui,2,2
Terrain de Foot la Sicaudais,440050004,Arthon-en-Retz,44320,la sicaudais,,,-1.93926,47.116381,Oui,1,1
Le Plan D'Eau,440050005,Arthon-en-Retz,44320,La Sicaudais,,place sainte victoire,-1.93926,47.116381,Oui,2,2
Stade Henri Boulard,440060001,Assérac,44410,,,Rue du Parc Guillore,-2.390511,47.428545,Oui,3,3
Circuits de Randonnees,440060006,Assérac,44410,,,,-2.390511,47.428545,Oui,3,3
Plage de Pont Mahe,440060007,Assérac,44410,Pont Mahé,,,-2.390511,47.428545,Non,1,1
Piste de Skate Board,440060008,Assérac,44410,,,Rue du Pont Bérin,-2.390511,47.428545,Oui,1,1
Baie de Keravelo,440060009,Assérac,44410,Kéravelo,,,-2.390511,47.428545,Oui,1,1
Salle des Fetes,440060010,Assérac,44410,,,Rue de la Fontaine,-2.390511,47.428545,Non,1,1
Complexe Sport Loisirs,440070001,Avessac,44460,,,Route de Redon,-1.990525,47.653187,Non,6,5
Gite de Painfaut,440070002,Avessac,44460,le pont Painfaut,,,-1.990525,47.653187,Oui,1,1
Haras du Parc,440070003,Avessac,44460,,,Haras du parc d'en haut,-1.990525,47.653187,Non,5,5
École Joachim du Bellay,721760008,Lude,72800,,2,Rue Crétois,0.152192,47.644792,Non,5,5
École Georges Brassens,721760010,Lude,72800,,15,Rue des Aitreaux,0.152192,47.644792,Non,3,3
Collège des Quatre Vents,721760011,Lude,72800,,13,Rue des Quatre Vents,0.152192,47.644792,Oui,8,7
Société Péan,721760012,Lude,72800,,15,Rue Gendrottière,0.152192,47.644792,Oui,2,2
Les Écuries de Vaunauval,721760013,Lude,72800,La ménagerie,,Route de Coulongé,0.152192,47.644792,Oui,3,3
Circuits de Randonnée,721760014,Lude,72800,,,Place de la Mairie,0.152192,47.644792,Oui,3,3
Complexe Sportif de Pontfour,721760015,Lude,72800,,,route du Pontfour,0.152192,47.644792,Non,13,12
Ecole Sainte Anne Notre Dame,721760016,Lude,72800,,26,Grande rue,0.152192,47.644792,Oui,2,1
Luna Park,721760017,Lude,72800,Centre de Vaunaval,,route de Coulongée,0.152192,47.644792,Oui,4,4
Site du Chemin des Pêcheurs,721760018,Lude,72800,,,Rue des Bichousières,0.152192,47.644792,Oui,1,1
Domaine de la Courbe,721760019,Lude,72800,La Courbe,,,0.152192,47.644792,Non,2,2
Terrain de Loisirs,721770001,Maigné,72210,,,Place de la mairie,-0.055361,47.936733,Non,2,2
Terrain de Jeux,721770002,Maigné,72700,,,rue principale,-0.055361,47.936733,Oui,1,1
Départ de Circuit de Randonnées,721780001,Maisoncelles,72440,,,Place de l'Eglise,0.569887,47.93526,Oui,3,3
Poney Club de la Basse Folie,721780002,Maisoncelles,72440,La basse folie,,,0.569887,47.93526,Oui,3,3
Les Écuries du Marchais,721780003,Maisoncelles,72440,Le Marchais,,,0.569887,47.93526,Oui,1,1
Paint Ball la Folie,721780004,Maisoncelles,72440,La basse folie,,,0.569887,47.93526,Oui,1,1
Parcours Santé,721790001,Malicorne-sur-Sarthe,72270,,,,-0.085826,47.81284,Oui,1,1
Salle des Fêtes,721790002,Malicorne-sur-Sarthe,72270,,31,rue Girard,-0.085826,47.81284,Non,1,1
Foyer des Ainés Ruraux,721790003,Malicorne-sur-Sarthe,72270,,1,rue Bernard Palissy,-0.085826,47.81284,Oui,2,2
Ecole Bernard Palissy,721790004,Malicorne-sur-Sarthe,72270,,1,rue Victor Hugo,-0.085826,47.81284,Oui,3,3
Etang du Top-Ten,721790005,Malicorne-sur-Sarthe,72270,Route de Courcelles la forêt,,,-0.085826,47.81284,Oui,1,1
Aire de Jeux du Gué Guillaume,721790006,Malicorne-sur-Sarthe,72270,,,résidence du Gué Guillaume,-0.085826,47.81284,Oui,1,1
Société L'Union,721790007,Malicorne-sur-Sarthe,72270,,16,rue Aristide Briand,-0.085826,47.81284,Oui,1,1
Ecole Privée Sainte Thérèse,721790008,Malicorne-sur-Sarthe,72270,,23,Place de la république,-0.085826,47.81284,Non,1,1
Halte Fluviale de Malicorne Sur Sarthe,721790009,Malicorne-sur-Sarthe,72270,,,Place Pierre DESAUTELS,-0.085826,47.81284,Non,6,6
Complexe Sportif Saint Jean,721800001,Mamers,72600,,,Plaine Saint Jean,0.368376,48.349396,Non,11,10
Complexe Sportif Godard,721800002,Mamers,72600,,,Rue du Docteur Godard,0.368376,48.349396,Non,4,4
Stade Municipal  Robert Chevalier,721800003,Mamers,72600,,,rue Saint Roch,0.368376,48.349396,Non,4,4
Complexe Sportif Pasteur,721800004,Mamers,72600,,,Boulevard Pasteur,0.368376,48.349396,Oui,4,4
Piscine Municipale,721800005,Mamers,72600,,,Rue de la Piscine,0.368376,48.349396,Non,1,1
Complexe Sportif  Jacques Moriceau,721800006,Mamers,72600,,,Rue de la Piscine,0.368376,48.349396,Oui,9,7
Boulodrome,721800007,Mamers,72600,,,rue de la Piscine,0.368376,48.349396,Non,6,4
Centre Équestre du Saosnois,721800008,Mamers,72600,,,rue Verte,0.368376,48.349396,Oui,5,5
Salle de L'Horloge,721800009,Mamers,72600,,,Place de la République,0.368376,48.349396,Oui,1,1
Terrain de Pétanque du Foyer des Baronnières,721800010,Mamers,72600,,,rue aux Cordiers,0.368376,48.349396,Oui,2,1
Salle de Musculation,721800011,Mamers,72600,,10,rue du Fort,0.368376,48.349396,Oui,1,1
Centre de Jeunesse,721800012,Mamers,72600,,,rue de la Piscine,0.368376,48.349396,Non,2,2
Ecole Paul Fort,721800013,Mamers,72600,,,Rue du Fort,0.368376,48.349396,Non,2,2
Collège Notre Dame - Saint-Paul,721800015,Mamers,72600,,24,rue Ledru Rollin,0.368376,48.349396,Non,1,1
Base de Loisirs,721800016,Mamers,72600,,,Rue de la piscine,0.368376,48.349396,Non,10,10
Agorespace,721800017,Mamers,72600,,,Rue du stade,0.368376,48.349396,Oui,1,1
Multi Stade,721800018,Mamers,72600,,,Rue des Cordiers,0.368376,48.349396,Oui,1,1
Complexe Sportif Ardriers,721810001,Mans,72000,,,Rue du Vieux Loup,0.196304,48.003684,Non,4,3
Salle Thoré,721810002,Mans,72000,,45,Rue Thoré,0.196304,48.003684,Non,2,2
Complexe Sportif Les Raineries,721810003,Mans,72100,,,Chemin de Laigné,0.196304,48.003684,Oui,10,9
Complexe Sportif de L'Ancienne Piscine des Sablons,721810004,Mans,72100,,,Boulevard de Winston Churchill,0.196304,48.003684,Oui,3,3
Complexe Sportif Madeleine,721810006,Mans,72000,,,Square du Moulin Lévêque,0.196304,48.003684,Non,5,5
Stade Auguste Delaune,721810007,Mans,72000,,15,Avenue René Laënnec,0.196304,48.003684,Non,3,3
Atelier du Mouvement,721810008,Mans,72000,,20,Rue du vert Galant,0.196304,48.003684,Non,1,1
Complexe Sportif Avia 72,721810009,Mans,72000,,,Avenue Félix Geneslay,0.196304,48.003684,Oui,4,3
Boulodrome Drouot,721810010,Mans,72000,,,Avenue François Chancel,0.196304,48.003684,Non,5,3
Complexe Sportif L'Arche de la Nature (Bois de L'Epau),721810011,Mans,72100,,,Route de l' Epau,0.196304,48.003684,Non,11,9
Gymnase Glonnières,721810012,Mans,72100,,,Rue Greco,0.196304,48.003684,Non,7,6
Lycée Professionel Funay-Hélène Boucher,721810013,Mans,72100,,157,Rue Henri Champion,0.196304,48.003684,Non,2,2
Stade Les Fontenelles,721810014,Mans,72000,,,Rue d'Isaac,0.196304,48.003684,Non,5,5
Complexe Sportif de L'Epine,721810015,Mans,72000,,,Rue de Nice,0.196304,48.003684,Non,3,3
Stade Saint Exupéry,721810016,Mans,72000,,,Boulevard Etienne d'Orves,0.196304,48.003684,Oui,3,3
Complexe Sportif du Maroc Huchepie,721810017,Mans,72000,,,Rue de la charnie,0.196304,48.003684,Non,2,2
Complexe Sportif de la Briqueterie,721810018,Mans,72000,,4,Rue de Montaigue,0.196304,48.003684,Non,3,3
Complexe Sportif du Centre Universitaire du Maine,721810019,Mans,72085,,,Boulevard Charles Nicolles,0.196304,48.003684,Non,7,6
Complexe Sportif des Cheminots,721810020,Mans,72100,,4,Avenue de Bretagne,0.196304,48.003684,Non,12,10
Complexe Sportif Antarès,721810021,Mans,72100,,2,Rue Antarès,0.196304,48.003684,Non,5,5
Circuit des 24 Heures du Mans,721810022,Mans,72019,,,Les Raineries,0.196304,48.003684,Non,6,6
Salle Charles Gounod,721810023,Mans,72100,,,Allée Frédéric Chopin,0.196304,48.003684,Non,1,1
Salle Saint Pavin,721810024,Mans,72000,,85,rue Kléber,0.196304,48.003684,Non,1,1
Complexe Sportif Victor Lair,721810025,Mans,72000,Avenue Henri Pierre Klotz,,Caserne des pompiiers,0.196304,48.003684,Oui,3,3
Complexe Sportif Champ Long,721810026,Mans,72000,,,Rue Renee Auduc,0.196304,48.003684,Non,4,4
Stade Pierre Piffault,721810027,Mans,72000,,,Avenue Pierre Piffault,0.196304,48.003684,Non,10,7
Salle Les Boucheries,721810028,Mans,72000,,,Rue des Boucheries,0.196304,48.003684,Non,1,1
Complexe Sportif Beaulieu,721810029,Mans,72000,,,Avenue François Chancel,0.196304,48.003684,Non,16,9
Stade le Mans Sarthe Aviron,721810030,Mans,72000,Rue de la Garenne,180 bis,Avenue François Chancel,0.196304,48.003684,Non,3,3
Salles Alfred Pelen,721810031,Mans,72000,,18,Rue Saint Pavin des Champs,0.196304,48.003684,Non,2,2
Complexe Sportif du  Petit Vaurouzé,721810032,Mans,72000,,16,Boulevard Charles Nicolles,0.196304,48.003684,Non,8,7
Centre Aqualudique Les Atlantides,721810033,Mans,72000,,,Rue Rodolphe Diésel,0.196304,48.003684,Non,8,7
Complexe Sportif Claircigny,721810034,Mans,72000,,86,Rue Claircigny,0.196304,48.003684,Non,7,6
Complexe Sportif de la Californie - Funay,721810035,Mans,72100,,201,Rue Henri Champion,0.196304,48.003684,Non,25,15
Gymnase Henri Lefeuvre / le Plateau,721810036,Mans,72000,,32,Rue de Lisbonne,0.196304,48.003684,Non,1,1
Complexe Sportif Pierre de Coubertin,721810037,Mans,72000,,2,Avenue de Paderbon,0.196304,48.003684,Non,2,2
Complexe Sportif Alain Fournier,721810038,Mans,72100,,5,Promenade Newton,0.196304,48.003684,Non,5,5
Complexe Sportif Albert Camus,721810039,Mans,72100,,,Rue Alexandre Dubois,0.196304,48.003684,Non,3,3
Complexe Sportif Jean Rondeau,721810040,Mans,72000,,2,Rue du Miroir,0.196304,48.003684,Non,7,5
Complexe Sportif Les Sources,721810041,Mans,72100,,30,rue Edgar Degas,0.196304,48.003684,Non,5,4
Complexe Sportif Les Bruyeres,721810042,Mans,72100,,,Rue Henri champion,0.196304,48.003684,Oui,17,11
Complexe Sportif le Villaret,721810043,Mans,72100,,144,Rue Isaac,0.196304,48.003684,Non,11,7
Complexe Sportif Vauguyon,721810044,Mans,72000,,,Rue Jacques Millet,0.196304,48.003684,Non,2,2
Complexe Sportif Ile aux Sports,721810045,Mans,72100,,,Rue Paul Doumer,0.196304,48.003684,Non,17,15
Collège Privé Les Mûriers,721810047,Mans,72000,,86,Rue des Mûriers,0.196304,48.003684,Non,1,1
Lycée Bellevue,721810048,Mans,72100,,2,Rue Abbaye St Vincent,0.196304,48.003684,Oui,10,6
Collège le Ronceray,721810049,Mans,72100,,72,Marc Sangnier,0.196304,48.003684,Oui,4,3
Lycée Notre Dame,721810050,Mans,72000,,23,Avenue François Mittérand,0.196304,48.003684,Non,1,1
Lycée Notre Dame de Ste Croix,721810051,Mans,72000,,25,Rue Antoine de Saint Exupéry,0.196304,48.003684,Non,3,3
Collège Roger Vercel,721810052,Mans,72000,,60,Rue Prémartine,0.196304,48.003684,Non,2,2
Collège Privé St Benoît Maupertuis,721810053,Mans,72000,,15,Allée Jean Lurçat,0.196304,48.003684,Non,2,2
Collège Privé St Louis,721810054,Mans,72100,,43,Rue Auvray,0.196304,48.003684,Non,1,1
Complexe Sportif du Ce Renault,721810055,Mans,72000,,20,Rue du Spoutnick,0.196304,48.003684,Oui,6,4
Stade Funay,721810056,Mans,72100,,201,Rue Henri Champion,0.196304,48.003684,Non,5,2
Samouraï 2000,721810057,Mans,72000,,25,rue des Acacias,0.196304,48.003684,Non,5,5
Stade Roger Deleon,721810058,Mans,72000,,,Rue du cimetière Saint Georges,0.196304,48.003684,Non,5,4
Form'Ll Moving Voltaire,721810059,Mans,72000,,79 Ter,rue Voltaire,0.196304,48.003684,Non,3,3
Second Souffle,721810060,Mans,72000,,78,Avenue Olivier Heuzé,0.196304,48.003684,Non,3,3
Salle Gouloumes,721810061,Mans,72100,,29,rue Sablons,0.196304,48.003684,Non,1,1
Salles de la Jalt,721810062,Mans,72100,,24,rue Louis-Crétois,0.196304,48.003684,Non,3,3
Salle des Cheminots,721810063,Mans,72100,,3,rue de l'Ile de France,0.196304,48.003684,Oui,1,1
City Glace Patinoire,721810064,Mans,72000,,,Avenue Fred Auguste Bartholdi,0.196304,48.003684,Non,2,2
Fitness Club des Cèdres,721810065,Mans,72000,,,Chemin de la Pecquenardière,0.196304,48.003684,Non,19,6
Collège Privé  Psallette St Vincent,721810066,Mans,72000,,10,rue Tertre St Laurent,0.196304,48.003684,Non,2,2
Gymnase de L'Epau,721810067,Mans,72000,,,Rue de Roumanie,0.196304,48.003684,Non,4,4
Salle de Billard des Batignolles,721810068,Mans,72100,,69,rue d'Arnage,0.196304,48.003684,Oui,1,1
Le Mans Pub Loisirs,721810069,Mans,72000,,44,Qaui Amiral Lalande,0.196304,48.003684,Non,1,1
Centre de Ligue Départementalisé,721810070,Mans,72000,,,Boulevard Charles Nicolles,0.196304,48.003684,Non,2,1
Form'Ll Moving Oasis,721810071,Mans,72100,,458,avenue Félix Géneslay,0.196304,48.003684,Non,6,4
Ponceau Club Bouliste Manceau,721810072,Mans,72100,,10,Impasse du ponceau,0.196304,48.003684,Non,3,3
Maison des Sports et des Loisirs de  L'Oiselière,721810073,Mans,72100,,144,rue Isaac,0.196304,48.003684,Non,3,3
Bowling du Mans,721810074,Mans,72100,,56,Boulevard Nicolas Cugnot,0.196304,48.003684,Non,2,2
Les Etangs Chauds,721810075,Mans,72000,,,Allée Pierre Guédou,0.196304,48.003684,Non,1,1
Pontlieue Boulodrome Lyonnaise,721810076,Mans,72100,,26,Rue des Tilleuls,0.196304,48.003684,Oui,2,2
Centre Equestre Etrier Sarthois,721810077,Mans,72100,,,La Lande du Camp,0.196304,48.003684,Non,7,7
Ecole Primaire des Ardriers,721810079,Mans,72000,,54,Rue Happeau,0.196304,48.003684,Non,1,1
Salle Béranger,721810080,Mans,72000,,18,Rue Béranger,0.196304,48.003684,Non,1,1
Foyer Henri Barbin,721810081,Mans,72100,,39,Boulevard Jean Jacques Rousseau,0.196304,48.003684,Non,1,1
Salle le Royal,721810082,Mans,72100,,409,Avenue Felix Geneslay,0.196304,48.003684,Non,1,1
Maison de Quartier Pierre Guédou,721810083,Mans,72100,,1,Rue du Pont,0.196304,48.003684,Non,1,1
Salle Georges Brassens,721810084,Mans,72000,,,rue des Mésanges,0.196304,48.003684,Non,1,1
Ecole Maternelle Danielle Casanova,721810085,Mans,72100,,2,Rue François de Malherbe,0.196304,48.003684,Non,1,1
Salle Charles Trénet,721810086,Mans,72100,,,Rue Alfred Devigny,0.196304,48.003684,Non,1,1
Maison des Saulnières,721810087,Mans,72000,,,Rue Saint Aubin,0.196304,48.003684,Non,1,1
Maison de Quartier des Maillets,721810088,Mans,72000,,16,Rue Docteur Ernest Mordret,0.196304,48.003684,Non,1,1
Maison de Quartier des Bruyères,721810089,Mans,72000,,1,Rue de la Forêt,0.196304,48.003684,Non,1,1
Ecole Primaire Pierre Belon,721810090,Mans,72000,,3,Rue Erpell,0.196304,48.003684,Non,1,1
Echiquier Club du Mans,721810091,Mans,72000,,16,Rue du Chêne Vert,0.196304,48.003684,Oui,1,1
Maison de Quartier Jean Moulin,721810092,Mans,72000,,23,Rue Robert Collet,0.196304,48.003684,Oui,1,1
Espal,721810093,Mans,72100,,60-62,rue de l'Estrel,0.196304,48.003684,Non,2,2
Centre Beaulieu Spirales,721810094,Mans,72000,,176,Avenue François Chancel,0.196304,48.003684,Non,1,1
Tepacap le Mans,721810095,Mans,72100,La lande des Etangs,,Route de Parigné l'Evêque,0.196304,48.003684,Non,5,5
Piscine du Novotel,721810096,Mans,72100,,,Boulevard Robert Schuman,0.196304,48.003684,Non,1,1
Aérodrome le Mans Arnage,721810097,Mans,72100,,,Route d'Angers,0.196304,48.003684,Non,3,3
Gymnase de L'Hôpital,721810098,Mans,72037,,194,Avenue Rubillard,0.196304,48.003684,Non,1,1
Ecole Primaire Privée Saint Julien,721810099,Mans,72000,,5,Rue de Tascher,0.196304,48.003684,Oui,1,1
Ecole Primaire Privée Saint Joseph,721810100,Mans,72000,,7 Bis,Avenue Général Leclerc,0.196304,48.003684,Oui,1,1
Ecole Primaire Gaston Bachelard,721810101,Mans,72000,,23,rue Léon Blum,0.196304,48.003684,Non,3,3
Ecole Primaire Mauboussin,721810102,Mans,72000,,24,Avenue Georges Durand,0.196304,48.003684,Oui,2,2
Gymnase B. Gasnal,721810103,Mans,72000,,28,rue Maupertuis,0.196304,48.003684,Non,2,2
Ime (Institut Médico Educatif) Vaurouzé,721810104,Mans,72000,,2,Rue Ribay,0.196304,48.003684,Non,3,3
Lycée Gabriel Touchard,721810106,Mans,72000,,,place Georges Washington,0.196304,48.003684,Non,9,6
Stands de Tir la Foucaudière,721810107,Mans,72100,,,Zone d'activité - Rue de la foucaudière,0.196304,48.003684,Non,1,1
Quartier du Ronceray,721810108,Mans,72000,,,Avenue Claude Debussy,0.196304,48.003684,Oui,1,1
Parc du Gué de Maulny,721810109,Mans,72000,,,Rue de l'Angevinière,0.196304,48.003684,Oui,1,1
Quartier des Glonnières,721810110,Mans,72000,,,Allée Raphaël,0.196304,48.003684,Oui,2,2
Château D'Eau des Fontenelles,721810111,Mans,72000,,,Rue des Fontenelles,0.196304,48.003684,Oui,1,1
Terrain D'Aventures des Gallières,721810112,Mans,72000,,,Avenue Georges Duhamel,0.196304,48.003684,Oui,1,1
Parc de L'Epine,721810113,Mans,72000,,,Rue de St Nazaire,0.196304,48.003684,Oui,1,1
Parc Jean Moulin / Vauguyon,721810114,Mans,72000,,,Rue Jacques Millet,0.196304,48.003684,Oui,1,1
Quartier Est des Sablons,721810115,Mans,72000,,,Rue Léon Blum,0.196304,48.003684,Oui,1,1
Quartier Ouest des Sablons,721810116,Mans,72000,,,Rue de l'Artois,0.196304,48.003684,Oui,1,1
Cité du Vert Galant,721810118,Mans,72000,,,Rue Etienne Falconnet,0.196304,48.003684,Oui,1,1
Parc des Gentianes,721810119,Mans,72000,,,Rue de Liboisne,0.196304,48.003684,Oui,1,1
Square des Sources,721810120,Mans,72000,,,Rue Gustave Courbet,0.196304,48.003684,Oui,1,1
Square des Fauvettes,721810121,Mans,72000,,,rue des Fauvettes,0.196304,48.003684,Oui,1,1
Square des Droits de L'Enfant,721810122,Mans,72000,,,Rue Ferdinand de lesseps,0.196304,48.003684,Oui,1,1
Square Jules Valles,721810123,Mans,72000,,,Rue des Balsamines,0.196304,48.003684,Oui,1,1
Square des Sablons,721810124,Mans,72000,,,Rue de Turquie,0.196304,48.003684,Oui,1,1
Terrain Rue Daumier,721810125,Mans,72000,,,Rue Honoré Daumier,0.196304,48.003684,Oui,1,1
Quartier Armand Saffray,721810126,Mans,72000,,,Allée Vasco de Gama,0.196304,48.003684,Oui,1,1
Parc de la Cigogne,721810127,Mans,72000,,,Rue Claude Bernard / Chemin de Degre au Mans,0.196304,48.003684,Oui,1,1
Maison de Quartier des Ardriers,721810128,Mans,72000,,54,Rue du Happeau,0.196304,48.003684,Oui,1,1
Hippodrome des Hunaudières,721810129,Mans,72100,Les Hunaudières,,Route de Tours,0.196304,48.003684,Non,1,1
Boucles de Randonnées,721810130,Mans,72000,,,Cathédrale Saint Julien Pont des Vendéens,0.196304,48.003684,Oui,1,1
Pôle Vtt Bmx,721810131,Mans,72100,,,Rue des Tennis,0.196304,48.003684,Oui,5,5
Vélodrome,721810132,Mans,72000,,,Chemin de l'étrier,0.196304,48.003684,Non,2,2
Skate Park le Spot,721810133,Mans,72000,,,Rue Louis Harel de la Noë,0.196304,48.003684,Non,1,1
Coaching Forme,721810134,Mans,72000,,2 bis,rue du Cirque,0.196304,48.003684,Non,1,1
Curves Les Atlantides,721810135,Mans,72100,,4,Avenue d'Haouza,0.196304,48.003684,Non,1,1
Curves le Mans Centre,721810136,Mans,72000,,26,Place des Comtes du Maine,0.196304,48.003684,Non,1,1
Elancia le Mans,721810137,Mans,72000,,12 18,Rue Hyppolite Lecornué,0.196304,48.003684,Non,1,1
Garden Gym,721810138,Mans,72000,,1-3,Rue du Port,0.196304,48.003684,Non,1,1
Centre de Fitness O'Sport,721810139,Mans,72000,,13 Bis,Rue Jean Grémillon,0.196304,48.003684,Non,1,1
Skate Park des Fontenelles,721810141,Mans,72000,,,Chemin des fontenelles,0.196304,48.003684,Oui,1,1
Skate Park de L'École Mernoz,721810142,Mans,72000,,2,Place Raymond Adelet,0.196304,48.003684,Non,1,1
Soccaroo Center le Mans,721810143,Mans,72000,,7,Rue Louis Harel de la Noë,0.196304,48.003684,Non,4,1
Ime (Institut Médico Educatif) Léonce Malécot,721810144,Mans,72100,,,60 Boulevard Pierre Lefaucheux,0.196304,48.003684,Non,1,1
Ecole Primaire Camille Claudel,721810146,Mans,72000,,17,Rue d'Helsinki,0.196304,48.003684,Oui,2,2
Centre Balnéo Thalya,721810147,Mans,72000,,23,Rue des marais,0.196304,48.003684,Oui,1,1
Auto Sport Académy,721810148,Mans,72100,Chemin aux Boeufs,,TechnoParc  des 24 heures,0.196304,48.003684,Non,1,1
Ecole Primaire Jules Ferry,721810149,Mans,72000,Rue Jules Ferry,5,,0.196304,48.003684,Oui,3,3
Stade Mma Arena,721810150,Mans,72000,Chemin aux boeufs,,,0.196304,48.003684,Non,1,1
Lady Moving,721810151,Mans,72100,,4 bis,Boulevard Alexandre Marie Oyon,0.196304,48.003684,Oui,2,2
Océane Gym,721810152,Mans,72000,,5,rue Thomas Edison,0.196304,48.003684,Oui,3,3
